social_media_hours,gaming_hours,online_work_hours,physical_activity_hours,caffeine_intake,screen_time_before_bed,age,sleep_hours,sleep_category
1.800953207,2.445816942,5.515719753,1.360455558,2.582863142,0.77862535,22,5.52275543,<6
0.635302563,0.072440735,6.404693593,0.083345801,0.027528996,1.310987657,26,7.010908196,6-8
2.6112163,3.488495636,1.601201954,0.169584032,0.038320163,1.780682806,35,5.118047779,<6
3.849967765,3.72847313,1.339860658,1.432646776,1.095344046,0.219244686,41,4.64980223,<6
1.079105137,2.260532734,0.836542723,0.144168672,0.183606813,1.867029794,44,6.524606674,6-8
3.114452379,2.786603296,5.091441996,0.142513456,0.540128771,2.94353351,38,5.167108186,<6
0.426737325,3.689997525,5.651805812,0.02421695,1.694303247,0.570322949,19,5.484159494,<6
0.258408606,2.828954537,0.252689159,1.913002797,4.012928398,2.377785349,46,6.878572356,6-8
2.656773158,0.610156172,7.48969797,1.475016719,2.860243217,2.723696381,43,5.389045995,<6
2.703175608,2.305153441,0.415770269,0.706502817,2.56333863,2.831104778,28,5.278183017,<6
3.187149507,2.426860186,4.330370682,0.593071163,1.467444116,2.880406813,44,5.184149747,<6
3.630456669,1.696522685,5.672484156,0.699406459,4.658768597,1.564378916,45,4.489566761,<6
4.879260397,2.945776942,6.96775299,1.549307062,1.985075206,2.931923724,23,3.395466483,<6
2.581501742,3.737468059,5.712695457,1.322741222,0.435463834,2.271930621,43,4.379452704,<6
1.614782365,3.702274052,6.413824665,0.370391136,3.085332581,0.485014309,25,4.158405291,<6
3.975930974,1.803357486,2.71560154,0.348218671,0.569191967,1.430700319,21,5.242862032,<6
1.354161256,0.452952183,6.51860091,0.196791299,1.726115714,2.154993526,35,6.384229605,6-8
2.194857104,3.939364796,0.640918771,1.320605439,2.537059694,0.742020947,45,5.416400044,<6
0.392281907,3.355592346,7.158533248,1.528745324,4.371112623,1.921845551,28,5.61618038,<6
0.126753717,0.498650725,4.380739009,0.530092857,2.467732902,1.999801437,22,5.77962118,<6
4.813242073,3.68336753,6.53838216,0.041889922,3.51129383,0.488099231,32,3.0,<6
4.179900603,3.479585448,3.618546276,0.164343335,4.964084195,1.695255937,45,3.679829924,<6
3.47987103,2.075352229,5.148621562,1.93572007,0.657445599,2.314880733,35,4.667864256,<6
2.044764722,2.365101743,4.211221287,0.590889555,1.373657628,1.496686994,19,4.997490775,<6
0.8664716,1.596010815,5.852716174,1.538446296,1.972880378,0.03630935,48,5.847773793,<6
0.782185213,0.219046555,0.653039856,1.249327138,2.109140893,0.027115407,39,7.722565872,6-8
1.251214491,1.340788967,0.482816672,0.763879279,2.055105376,1.071088032,49,6.805581467,6-8
2.746133324,3.211413794,1.976825872,0.411374524,4.538055013,2.778582205,28,3.818635265,<6
3.572979614,0.018528092,1.276357441,0.242772836,3.570163222,0.686030339,43,4.60814573,<6
3.300986884,1.333996687,6.974268533,1.230025936,3.03952607,1.903091067,42,4.31607643,<6
1.399669485,1.592674774,1.753711899,1.549267561,1.546863589,0.666227612,30,7.010557648,6-8
4.774326403,2.149582412,7.806922047,1.287808507,4.118951921,0.965009969,21,3.0,<6
3.689484583,3.679422466,2.695166334,1.060604266,4.775302557,2.544126269,39,4.103183638,<6
2.771770263,1.385383977,1.456943326,0.083902447,4.105991413,2.186584327,49,5.258558675,<6
3.058603731,1.387812808,6.317588057,1.936977555,0.007825526,0.286197832,24,6.065316284,6-8
2.098000312,2.950004992,5.269662204,1.597428383,3.182006851,1.286106063,46,4.980582829,<6
1.238654948,1.808871764,3.985565732,0.585644073,0.255676907,0.087509291,28,6.382517875,6-8
1.779863393,0.898419292,4.442908408,1.959940659,1.288036102,1.44267044,39,6.481767992,6-8
3.789230552,1.809758065,5.753614226,1.203763179,0.297623502,1.987302035,41,3.677817823,<6
0.071967443,0.563428082,1.827637931,1.164845316,3.018977265,0.355507871,21,7.861119745,6-8
0.580363203,0.705547946,7.970671328,1.496146359,3.432949567,0.866654817,45,6.117266953,6-8
0.23001321,1.993471091,7.798345297,1.623539576,0.57243819,1.193509877,32,6.411235382,6-8
0.203644012,1.675701798,5.202605491,1.312957215,1.919194415,2.758593074,18,8.520032933,>8
4.27730292,3.659383604,1.596339607,0.256191493,2.281182545,2.979765046,40,3.250948261,<6
3.518289297,1.449575596,5.441825939,0.676535012,1.845265109,0.134733897,20,5.598399802,<6
2.370869145,2.322353401,0.577587272,1.856167281,0.605125002,2.28302377,31,6.354955877,6-8
0.489170803,2.529057152,0.245220018,0.449231224,2.094738951,1.115172199,23,7.016613374,6-8
2.458079376,0.052377826,2.061463108,0.744334048,3.755890239,1.177374559,35,6.16790941,6-8
2.367358854,2.654149488,3.700983654,0.864153766,0.355038323,2.26279492,42,5.291503127,<6
0.86600935,0.712143867,6.946180043,0.878809979,0.40090007,2.755279296,18,5.902752679,<6
2.169258246,3.84428127,5.817352558,1.225879165,1.773856459,2.852785784,23,4.953748456,<6
1.992523672,0.594650911,5.94165217,1.886151675,4.708628558,1.731367758,23,4.973408255,<6
3.07925049,1.658496495,3.403946676,0.481385424,3.342863234,1.071363478,38,5.467455359,<6
3.175468254,0.341398672,2.76747994,0.243002753,3.393349783,2.362647258,33,5.281818928,<6
0.226520049,3.987497007,2.968310104,0.39494098,1.809599954,0.75300415,46,5.469316482,<6
1.873063073,2.008780041,7.90119651,1.7738498,2.968303956,1.692222087,22,4.890913265,<6
3.129299579,2.381540069,0.320873531,1.291621625,0.05065592,1.075735385,34,6.667708988,6-8
2.515681293,0.26830591,6.936251969,0.571813578,3.180480232,1.969893221,27,4.860245694,<6
4.282449206,2.999841882,4.629403269,1.631893878,4.566434738,0.721196739,45,4.245093678,<6
3.293468158,0.839622372,3.508923354,1.722739993,3.062867342,0.574778837,38,5.244651664,<6
0.814672135,3.592217158,5.802061283,1.693028677,4.368492967,2.75471726,35,5.80460676,<6
0.352843737,0.820558562,3.893351531,1.837853067,3.619865277,0.305411049,24,7.330863518,6-8
3.212096391,0.762750883,6.987385905,0.50448204,0.602792082,1.517873723,20,5.783019179,<6
0.132556553,0.146198671,7.205614912,1.510083857,4.512266536,0.662558349,30,6.362755671,6-8
2.928877906,1.88826778,3.373767415,0.921078995,0.332219222,0.11678989,32,5.871756408,<6
4.701151207,2.259364533,2.214622378,1.683997106,2.669837363,0.108056455,37,4.815939726,<6
2.877370889,0.262834558,4.738802629,1.456981354,0.710685619,0.525665316,36,6.548665398,6-8
1.940849631,3.102110467,7.298906765,1.552894893,0.058533054,2.600311064,20,4.73975966,<6
3.216441092,1.813155339,1.685297512,1.312323675,2.110171301,0.847436232,21,6.065955979,6-8
2.291264452,2.097561077,4.983732669,0.354857539,1.475203538,2.851377512,22,5.089941177,<6
2.728083947,1.763050988,5.052481761,1.090053838,2.430002469,1.744866879,18,5.148468194,<6
4.707324044,1.603052244,5.864904179,1.969339479,2.885999434,1.309842569,21,4.340519612,<6
1.930513189,2.238561325,1.052541481,1.874776133,0.218695362,1.740266504,29,6.819350214,6-8
4.805952819,0.620960984,5.726599717,0.086347472,0.615016476,1.550095156,45,4.171703424,<6
4.52675321,0.727712522,7.272260165,0.329629631,2.793211982,2.276328761,44,3.990781888,<6
0.978955674,3.447142484,1.437464871,0.263457547,1.715836766,0.847488198,41,6.88539906,6-8
0.346806504,3.784461849,1.900346599,1.45195982,3.645867438,1.059151175,27,6.874914918,6-8
0.503890007,1.493237265,7.771160752,1.63557066,3.261458243,2.682282908,40,6.344954336,6-8
0.091109128,1.082978693,1.447815622,0.427022733,4.228021815,2.839369539,42,6.817523579,6-8
0.472214804,2.575998173,6.835080747,1.011705386,3.462464133,2.677674682,38,5.136721785,<6
3.415033867,1.634936684,3.938222852,1.681406056,2.149655387,1.258343982,46,5.781464048,<6
0.355943242,0.101545423,1.977848595,1.46560309,3.364833112,2.341096509,48,7.937216045,6-8
1.594878151,0.624610389,6.96599921,1.084474411,1.376905871,1.4290072,43,6.545965039,6-8
4.224376555,2.863888915,3.56244204,1.180695381,1.531567494,1.492619556,37,4.215218192,<6
0.116359679,2.635695768,4.118538831,1.016721094,3.9449258,0.614040327,41,6.123153085,6-8
4.072342413,0.10838397,2.873866955,0.595096903,2.232097582,1.77339091,42,4.492117443,<6
1.409273874,0.887888648,4.743606811,1.130043986,3.991901703,0.558407693,30,5.823862579,<6
0.590824138,0.924299186,1.308190981,1.377770604,4.112111868,0.994694097,40,7.666065229,6-8
3.483685827,2.687570974,3.128652293,1.746645832,4.287811688,2.565090605,31,4.688120227,<6
3.144714234,0.078842151,7.755298579,1.272582708,4.583176179,0.621227428,49,5.096627614,<6
4.387360068,0.416434328,2.065067462,1.522243074,2.154926103,0.213474856,40,5.414304934,<6
3.675355219,3.199664341,5.253893316,0.32014327,1.594334092,0.207022778,49,4.250282511,<6
4.017404652,0.714178648,2.601520514,0.923114949,2.910993733,2.822353562,22,4.668729393,<6
1.410172863,2.610984431,6.187785005,0.01866324,1.855862117,1.520761314,21,5.136678723,<6
0.887197719,0.952731124,1.046989286,0.493357729,3.005370834,1.228236215,31,5.413086196,<6
3.753073758,0.397765571,7.758568361,1.45292343,3.527929313,2.432635743,27,4.442055796,<6
4.034173696,0.972688764,3.630316331,1.983619903,3.442025092,2.507477784,34,4.400690096,<6
4.95252571,2.889067727,1.888403707,0.198356199,1.872764435,0.996573099,27,4.75456376,<6
2.063088385,3.422785872,0.587973979,0.802988632,0.834301008,2.080854172,43,6.370195415,6-8
1.860090429,3.320879458,1.358063241,1.600141937,2.152646692,2.313368448,24,6.300191703,6-8
3.882064804,1.588734118,4.158191588,0.408071269,0.71297072,1.963952061,33,5.562336467,<6
1.704017701,2.672340546,2.696025411,1.110169899,4.450485176,0.454785224,18,5.220628095,<6
4.653786628,0.819937182,6.631066927,1.466142592,1.729387304,2.627649251,34,5.241497792,<6
4.292063759,1.172590921,3.447100189,1.231970901,0.772298736,1.617283658,38,5.571227985,<6
2.144970137,3.585343274,1.989714181,0.376049469,0.1272388,0.847417279,46,5.43578243,<6
3.754355339,0.052007694,4.937159893,0.710769137,3.229111931,1.275684556,26,5.577917665,<6
3.77271437,0.342034123,5.654217735,1.567583569,3.184511587,0.112713271,23,4.478866187,<6
0.515619344,0.831545021,1.336335263,1.108453028,1.703020833,0.383600404,36,6.975436514,6-8
4.512764533,0.106128815,1.34095373,0.010459227,0.358559444,2.296640252,30,5.106575305,<6
2.526261862,0.72574174,0.293371415,1.52198152,2.048144474,3.49e-05,20,6.447763418,6-8
4.132287331,2.332166244,5.891216121,0.07062271,1.556087475,1.249697485,24,3.393262482,<6
1.600248005,1.685698202,5.310436221,1.491467565,3.385603199,1.567530543,39,6.352500776,6-8
4.477616142,3.570686844,3.797047006,0.40496112,3.028896247,0.16390326,26,3.619747985,<6
1.946008394,3.269774247,6.753363592,1.91614696,1.822968641,2.919234489,39,5.264190519,<6
0.054188257,1.367269407,6.445361224,0.735881503,1.089462771,0.678375994,22,6.100295295,6-8
4.526909882,1.037693734,4.682834915,0.653863233,4.940179831,0.912596159,27,3.280509292,<6
0.456433384,1.518769633,6.946170244,0.297776101,2.270008106,0.911827537,40,5.924279068,<6
1.596568188,2.36117977,1.64672968,0.611208431,3.441371179,0.691249986,34,5.047113963,<6
4.750309835,1.072254563,0.895356955,1.753301524,0.702764838,0.004421466,29,5.545494273,<6
4.753035735,2.496595631,2.157996892,1.992668675,2.427948498,2.188034382,40,4.113752298,<6
2.867189441,1.637646609,0.456694849,0.736619061,0.137683599,2.900536499,33,7.184627685,6-8
3.159186061,2.208188723,4.249356224,0.897221262,2.52727559,0.67288045,20,5.380199288,<6
2.24222761,1.744506117,7.492845538,1.444141876,4.820087036,1.989141575,47,4.861076007,<6
1.466053858,1.177863038,0.314748325,1.772391561,1.921033565,2.225688981,42,7.822131945,6-8
1.643322727,3.793813228,0.976879312,1.186088668,0.194980063,2.545276137,48,5.757989411,<6
3.36259228,3.054423177,3.617592226,0.783051396,0.154778955,1.267887591,39,5.170035674,<6
3.761872647,0.560452703,7.47100014,0.825243682,1.9399338,0.908792717,26,4.610212779,<6
3.957895219,3.473871904,2.52924884,1.391236293,0.800124682,0.975885402,46,4.942409512,<6
3.948090714,1.949724793,4.05787847,0.006436527,0.116760482,2.137863999,32,5.255893171,<6
0.456030515,3.578208908,0.332582872,1.239178675,3.78106807,2.4503384,22,6.991898343,6-8
2.472101524,3.199421024,1.186745608,0.710986021,2.292615044,0.544841903,40,5.695169943,<6
0.2877938,1.700854018,7.893040984,1.588394663,1.44622386,1.112823024,30,5.271690993,<6
2.747644412,0.089877233,7.720949571,0.18598128,4.500415915,2.70582059,49,4.180754355,<6
2.207652507,1.074709438,0.039519847,1.176404534,0.580694801,2.420080559,31,6.799354359,6-8
4.438520914,2.166536859,7.614494283,0.96194578,4.779594145,2.954575208,37,3.465190135,<6
1.754575063,2.533912879,5.112959503,1.284651052,1.569833587,2.262744779,32,5.003256799,<6
0.585335082,1.031550742,6.943346356,0.129707189,4.442018362,1.179585603,33,6.809746624,6-8
0.71495841,0.557424296,3.637918845,1.159967575,3.014714382,1.771913502,40,7.552425599,6-8
3.807553159,3.339720947,4.124768229,1.122969176,4.133536799,1.983042763,30,4.493949724,<6
3.091090317,3.937608723,3.910772642,1.121320189,4.920065816,0.235367449,34,4.371425602,<6
0.505613381,2.102760729,5.33491406,1.206975333,1.442027189,1.633490877,40,6.161167675,6-8
0.420534031,0.686717143,1.117210038,1.352935874,4.805677427,2.127962485,25,6.809629624,6-8
3.504845657,1.089229306,0.239788719,1.609977999,1.947409475,0.501963912,38,6.199843347,6-8
0.363815032,0.073562706,2.463439533,0.53964144,1.927559524,2.341895152,19,7.401348515,6-8
4.109300296,3.657195226,5.637446102,1.65009882,1.701935521,1.751318342,22,3.42465787,<6
3.531211136,0.471004332,1.614827617,0.996511365,2.707038037,2.856665357,23,5.965465424,<6
0.406743903,2.306065902,5.387459467,0.154116558,0.770725216,0.127266895,29,5.918849306,<6
0.42418857,1.096220883,7.759296369,0.117101858,2.768557427,0.795978413,35,4.711551212,<6
4.933197893,2.21671201,0.751205726,0.668476637,2.708524062,1.804661638,47,4.217644385,<6
1.871353979,2.605681553,5.380816946,1.569793954,3.809509063,0.889679737,39,5.089639669,<6
1.853210735,3.318967215,3.550001754,1.415361869,4.16824981,2.143272492,39,6.319331526,6-8
4.063997836,0.825685087,6.945138035,1.577229929,2.202206752,2.277015848,18,4.862492815,<6
4.736242887,0.043983315,1.417198316,1.034538113,1.511666247,0.307547892,47,4.826697924,<6
4.930005319,0.54754252,5.541007618,0.880397996,1.296674487,1.541563393,34,4.640003156,<6
3.766890926,3.600074567,6.704922317,0.294905053,0.973119184,1.526671667,47,3.0,<6
1.881297928,3.49556031,7.556913756,0.656385507,0.288237911,1.107842311,28,5.20873758,<6
0.417503583,2.389652409,5.465984226,0.868038732,1.712239894,2.798774588,49,5.834780945,<6
3.88573458,2.402067442,3.977398112,0.177200859,1.351238461,2.48251896,27,4.412251173,<6
2.792021249,2.660146698,4.942777922,0.441223905,4.832086929,2.091628146,36,5.129446584,<6
2.121110046,0.701485114,6.951239876,1.196450588,2.788544131,2.142979907,31,4.775250446,<6
4.531771925,3.657647784,4.564877973,1.471326228,1.736385195,1.385148431,43,3.293044364,<6
0.555987412,1.6750821,0.243096478,1.996695023,2.902338005,2.762983563,27,7.187837412,6-8
2.463125521,1.532554113,7.447589564,1.866226663,0.695983507,2.083786282,32,5.828612166,<6
0.056768224,2.075670821,5.516214008,1.285130399,2.220218746,2.186943185,45,5.649516047,<6
2.34330321,0.187863867,5.412107086,0.842496107,3.131171607,2.585072711,36,4.21312169,<6
0.281516378,0.665133475,1.725401219,1.272354729,2.444489159,0.822214768,21,7.226299598,6-8
0.594089581,2.952134466,5.271083762,1.571303236,2.008894003,2.421212712,19,6.309470088,6-8
0.587631234,0.331194672,3.150915245,0.236672382,4.969241944,0.585721809,26,7.150851327,6-8
3.246051511,2.412608438,5.209863816,0.819809779,4.401573811,1.036025857,27,4.185423822,<6
3.730224396,0.981396439,0.852744242,1.679604571,3.117029791,1.006831363,45,5.65638511,<6
2.916843825,1.557182456,5.262762437,0.767665904,2.846886806,2.935576405,28,5.544432321,<6
4.810862742,1.154774947,7.995309806,1.143744542,3.103302399,2.569611671,31,3.0,<6
1.874352898,1.422690866,0.385696311,1.175538722,1.006560539,2.103509585,24,6.616622204,6-8
1.428560431,2.876183621,7.817393474,0.368952506,1.975688716,2.181170285,40,4.867714829,<6
4.342995641,1.188486862,3.255263686,0.724470883,0.197297664,1.686218383,32,5.243124243,<6
1.117979193,2.265618561,6.966027603,0.669022577,2.377730187,2.841272001,39,5.076149723,<6
4.816112697,1.904201609,6.259083872,0.052393417,2.71512292,1.488776259,48,3.530292633,<6
0.060772373,2.654684661,4.536130088,0.048383528,1.138748681,1.14155313,36,4.922458911,<6
4.849394134,3.747318957,5.907593674,1.663394087,4.820144236,0.489106011,39,3.0,<6
0.21579956,2.930288389,7.02812449,0.54614162,4.547273055,2.358616957,32,5.543258342,<6
4.455715568,0.859761514,3.233122573,1.036157532,3.610716177,2.203331796,47,4.326217872,<6
2.638505545,0.12473254,2.616265293,0.597451147,2.666933144,1.153065116,45,6.062108547,6-8
4.964823981,1.049056177,5.340747085,1.88135849,4.349845798,0.075580242,41,4.487580957,<6
0.368982824,2.380311723,6.462767536,0.518593518,0.653261719,2.516991983,25,5.727838847,<6
2.769271422,0.205703254,6.098281078,0.859313625,3.952548971,0.03425395,28,5.281768173,<6
4.846512678,1.985464989,6.382509191,1.745460501,0.62410407,2.111099339,46,3.684463787,<6
2.615489221,2.387371396,3.484666519,1.683867134,3.971053313,2.910771329,26,5.283859836,<6
3.146993191,1.336975563,6.542673729,0.372202836,1.378837841,1.312983984,32,4.995761141,<6
3.478743445,3.083648815,0.961672443,1.60528662,4.385452905,0.704920215,18,5.26472632,<6
2.272705324,0.426393013,4.355912784,0.916373773,4.720210469,2.11461303,47,5.374172328,<6
3.1377904,0.300551127,0.046069284,0.965937744,0.743979847,2.451384426,18,6.659217146,6-8
2.92157156,2.912755025,2.596686639,0.266959945,2.313378025,1.639290948,36,5.352105461,<6
4.505790052,1.981965265,2.931692279,0.161203028,4.904936891,2.901105826,20,3.099073518,<6
0.227231902,2.753609586,3.169381533,1.455878614,2.41703718,0.155006165,27,7.201021766,6-8
1.404815948,1.739309354,5.563737654,0.992922305,4.317737613,1.514386795,25,5.36102725,<6
4.75205742,0.985608133,3.10846481,0.873701405,2.943657611,2.155361842,32,4.887085515,<6
4.451318919,3.276409271,3.589548981,1.459016457,1.87664954,2.587921413,27,4.922171408,<6
2.278283764,3.197663516,1.900353047,1.531025798,1.428917778,0.537766836,18,5.152067567,<6
3.100662989,2.778785883,2.986014333,0.317816335,1.016115455,2.400010445,46,4.657842728,<6
1.386905915,1.088580549,1.818157018,1.220450299,3.808990957,1.658121227,35,6.45730312,6-8
0.940605799,2.360922667,0.58556739,0.270708165,1.932702534,1.189661046,19,6.200372258,6-8
2.318492025,1.443895588,4.827588747,1.502750172,2.556377311,0.395145086,36,6.50472317,6-8
1.76676114,0.366328293,5.345702388,1.313910313,2.4616274,2.595887277,30,5.657204771,<6
2.918280559,3.669254302,4.955922768,1.913229242,2.886395146,0.471819625,39,4.456454744,<6
0.388673185,0.547274524,3.70795235,0.137916033,4.327885728,0.929363578,18,6.610671333,6-8
4.871974038,3.800949415,3.038286241,0.114109442,4.903696718,0.870136596,19,3.0,<6
4.931053722,1.784023092,6.906669197,0.564374149,2.037921043,2.614242103,46,3.385612157,<6
